log_index,timestamp,days_ago,extra_var,description,file_time
65,2026-06-20 08:16:26,82.0,7.0,[Setup] Complete,2026-06-20 21:48:50
73,2026-06-20 08:16:26,82.0,50.0,[Logs] Incomplete Event Log,2026-06-20 21:48:50
92,2026-06-20 09:09:04,82.0,50.0,[Logs] Incomplete Event Log,2026-06-20 21:48:50
20,2026-07-24 03:26:20,48.0,50.0,[Logs] Incomplete Event Log,2026-07-24 03:29:06
0,2026-08-04 08:54:24,37.0,50.0,[Logs] Incomplete Event Log,2026-08-04 08:57:10
48,2026-08-15 20:05:27,26.0,50.0,[Logs] Incomplete Event Log,2026-08-15 20:08:13
6,2026-08-27 01:47:32,14.0,50.0,[Logs] Incomplete Event Log,2026-08-27 01:50:18
0,2026-09-04 01:46:00,6.0,51.0,[Logs] Missed HTS Scan,2026-09-10 22:15:23
0,2026-09-04 07:27:00,6.0,52.0,[Logs] Missed LTS Scan,2026-09-10 22:15:23
0,2026-09-04 11:59:00,6.0,51.0,[Logs] Missed HTS Scan,2026-09-10 22:15:23
0,2026-09-04 19:23:00,6.0,52.0,[Logs] Missed LTS Scan,2026-09-10 22:15:23
0,2026-09-05 03:25:00,5.0,51.0,[Logs] Missed HTS Scan,2026-09-10 22:15:23
0,2026-09-05 09:17:00,5.0,52.0,[Logs] Missed LTS Scan,2026-09-10 22:15:23
0,2026-09-05 13:00:00,5.0,51.0,[Logs] Missed HTS Scan,2026-09-10 22:15:23
0,2026-09-05 20:54:00,5.0,52.0,[Logs] Missed LTS Scan,2026-09-10 22:15:23
0,2026-09-06 04:56:00,4.0,51.0,[Logs] Missed HTS Scan,2026-09-10 22:15:23
0,2026-09-06 11:50:00,4.0,52.0,[Logs] Missed LTS Scan,2026-09-10 22:15:23
0,2026-09-06 16:20:00,4.0,51.0,[Logs] Missed HTS Scan,2026-09-10 22:15:23
0,2026-09-06 22:53:00,3.0,52.0,[Logs] Missed LTS Scan,2026-09-10 22:15:23
0,2026-09-07 06:01:00,3.0,51.0,[Logs] Missed HTS Scan,2026-09-10 22:15:23
0,2026-09-07 12:45:00,3.0,52.0,[Logs] Missed LTS Scan,2026-09-10 22:15:23
0,2026-09-07 17:58:00,3.0,51.0,[Logs] Missed HTS Scan,2026-09-10 22:15:23
0,2026-09-08 00:14:00,2.0,52.0,[Logs] Missed LTS Scan,2026-09-10 22:15:23
0,2026-09-08 06:49:00,2.0,51.0,[Logs] Missed HTS Scan,2026-09-10 22:15:23
0,2026-09-08 13:21:00,2.0,52.0,[Logs] Missed LTS Scan,2026-09-10 22:15:23
0,2026-09-08 19:04:00,2.0,51.0,[Logs] Missed HTS Scan,2026-09-10 22:15:23
0,2026-09-09 01:09:00,1.0,52.0,[Logs] Missed LTS Scan,2026-09-10 22:15:23
0,2026-09-09 07:29:00,1.0,51.0,[Logs] Missed HTS Scan,2026-09-10 22:15:23
0,2026-09-09 13:52:00,1.0,52.0,[Logs] Missed LTS Scan,2026-09-10 22:15:23
0,2026-09-09 19:54:00,1.0,51.0,[Logs] Missed HTS Scan,2026-09-10 22:15:23
0,2026-09-10 01:53:00,0.0,52.0,[Logs] Missed LTS Scan,2026-09-10 22:15:23
0,2026-09-10 08:05:00,0.0,51.0,[Logs] Missed HTS Scan,2026-09-10 22:15:23
0,2026-09-10 14:23:00,0.0,52.0,[Logs] Missed LTS Scan,2026-09-10 22:15:23
0,2026-09-10 20:36:00,0.0,51.0,[Logs] Missed HTS Scan,2026-09-10 22:15:23
